dataset,instance_id,msw_label,lc_entail_m,lc_entail_not_m,outcome
Bank,8654,0,0,1,agree
Bank,8676,0,0,1,agree
Bank,8680,0,0,1,agree
Bank,8681,0,0,1,agree
Bank,8685,0,0,1,agree
Bank,8687,0,0,1,agree
Bank,8690,0,0,1,agree
Bank,8691,0,0,1,agree
Bank,8694,0,0,1,agree
Bank,8696,0,0,1,agree
Bank,8699,0,0,1,agree
Bank,8703,0,0,1,agree
Bank,8706,0,0,1,agree
Bank,8708,0,0,1,agree
Bank,8711,0,0,1,agree
Bank,8715,0,0,1,agree
Bank,8716,0,0,1,agree
Bank,8717,0,0,1,agree
Bank,8724,0,0,1,agree
Bank,8726,0,0,1,agree
Bank,8728,0,0,1,agree
Bank,8729,0,0,1,agree
Bank,8730,0,0,1,agree
Bank,8733,0,0,1,agree
Bank,8734,0,0,1,agree
Bank,8744,0,0,1,agree
Bank,8749,0,0,1,agree
Bank,8754,0,0,1,agree
Bank,8755,0,0,1,agree
Bank,8756,0,0,1,agree
Bank,8757,0,0,1,agree
Bank,8758,0,0,1,agree
Bank,8765,0,0,1,agree
Bank,8769,0,0,1,agree
Bank,8776,0,0,1,agree
Bank,8778,0,0,1,agree
Bank,8779,0,0,1,agree
Bank,8790,0,0,1,agree
Bank,8793,0,0,1,agree
Bank,8802,0,0,1,agree
Bank,8814,0,0,1,agree
Bank,8818,0,0,1,agree
Bank,8838,0,0,1,agree
Bank,8839,0,0,1,agree
Bank,8843,0,0,1,agree
Bank,8846,0,0,1,agree
Bank,8847,0,0,1,agree
Bank,8848,0,0,1,agree
Bank,8850,0,0,1,agree
Bank,8853,0,0,1,agree
Bank,8857,0,0,1,agree
Bank,8858,0,0,1,agree
Bank,8859,0,0,1,agree
Bank,8860,0,0,1,agree
Bank,8868,0,0,1,agree
Bank,8869,0,0,1,agree
Bank,8870,0,0,1,agree
Bank,8877,0,0,1,agree
Bank,8879,0,0,1,agree
Bank,8881,0,0,1,agree
Bank,8888,0,0,1,agree
Bank,8889,0,0,1,agree
Bank,8890,0,0,1,agree
Bank,8891,0,0,1,agree
Bank,8898,0,0,1,agree
Bank,8899,0,0,1,agree
Bank,8900,0,0,1,agree
Bank,8903,0,0,1,agree
Bank,8908,0,0,1,agree
Bank,8909,0,0,1,agree
Bank,8913,0,0,1,agree
Bank,8916,0,0,1,agree
Bank,8918,0,0,1,agree
Bank,8922,0,0,1,agree
Bank,8927,0,0,1,agree
Bank,8929,0,0,1,agree
Bank,8933,0,0,1,agree
Bank,8937,0,0,1,agree
Bank,8941,0,0,1,agree
Bank,8944,0,0,1,agree
Bank,8951,0,0,1,agree
Bank,8952,0,0,1,agree
Bank,8953,0,0,1,agree
Bank,8959,0,0,1,agree
Bank,8961,0,0,1,agree
Bank,8963,0,0,1,agree
Bank,8965,0,0,1,agree
Bank,8966,0,0,1,agree
Bank,8967,0,0,1,agree
Bank,8968,0,0,1,agree
Bank,8969,0,0,1,agree
Bank,8973,0,0,1,agree
Bank,8975,0,0,1,agree
Bank,8977,0,0,1,agree
Bank,8978,0,0,1,agree
Bank,8984,0,0,1,agree
Bank,8990,0,0,1,agree
Bank,8991,0,0,1,agree
Bank,8992,0,0,1,agree
Bank,8994,0,0,1,agree
Bank,8998,0,0,1,agree
Bank,8999,0,0,1,agree
Bank,9002,0,0,1,agree
Bank,9006,0,0,1,agree
Bank,9035,0,0,1,agree
Bank,9036,0,0,1,agree
Bank,9038,0,0,1,agree
Bank,9039,0,0,1,agree
Bank,9040,0,0,1,agree
Bank,9044,0,0,1,agree
Bank,9049,0,0,1,agree
Bank,9053,0,0,1,agree
Bank,9055,0,0,1,agree
Bank,9056,0,0,1,agree
Bank,9057,0,0,1,agree
Bank,9058,0,0,1,agree
Bank,9064,0,0,1,agree
Bank,9075,0,0,1,agree
Bank,9076,0,0,1,agree
Bank,9077,0,0,1,agree
Bank,9081,0,0,1,agree
Bank,9083,0,0,1,agree
Bank,9088,0,0,1,agree
Bank,9094,0,0,1,agree
Bank,9095,0,0,1,agree
Bank,9099,0,0,1,agree
Bank,9107,0,0,1,agree
Bank,9119,0,0,1,agree
Bank,9122,0,0,1,agree
Bank,9123,0,0,1,agree
Bank,9125,0,0,1,agree
Bank,9126,0,0,1,agree
Bank,9127,0,0,1,agree
Bank,9129,0,0,1,agree
Bank,9135,0,0,1,agree
Bank,9138,0,0,1,agree
Bank,9141,0,0,1,agree
Bank,9143,0,0,1,agree
Bank,9146,0,0,1,agree
Bank,9152,0,0,1,agree
Bank,9153,0,0,1,agree
Bank,9155,0,0,1,agree
Bank,9156,0,0,1,agree
Bank,9158,0,0,1,agree
Bank,9159,0,0,1,agree
Bank,9160,0,0,1,agree
Bank,9164,0,0,1,agree
Bank,9170,0,0,1,agree
Bank,9171,0,0,1,agree
Bank,9174,0,0,1,agree
Bank,9175,0,0,1,agree
Bank,9177,0,0,1,agree
Bank,9182,0,0,1,agree
Bank,9187,0,0,1,agree
Bank,9190,0,0,1,agree
Bank,9202,0,0,1,agree
Bank,9203,0,0,1,agree
Bank,9204,0,0,1,agree
Bank,9208,0,0,1,agree
Bank,9217,0,0,1,agree
Bank,9218,0,0,1,agree
Bank,9221,0,0,1,agree
Bank,9227,0,0,1,agree
Bank,9232,0,0,1,agree
Bank,9236,0,0,1,agree
Bank,9241,0,0,1,agree
Bank,9242,0,0,1,agree
Bank,9251,0,0,1,agree
Bank,9254,0,0,1,agree
Bank,9258,0,0,1,agree
Bank,9269,0,0,1,agree
Bank,9274,0,0,1,agree
Bank,9276,0,0,1,agree
Bank,9287,0,0,1,agree
Bank,9292,0,0,1,agree
Bank,9296,0,0,1,agree
Bank,9298,0,0,1,agree
Bank,9299,0,0,1,agree
Bank,9301,0,0,1,agree
Bank,9311,0,0,1,agree
Bank,9318,0,0,1,agree
Bank,9319,0,0,1,agree
Bank,9330,0,0,1,agree
Bank,9331,0,0,1,agree
Bank,9332,0,0,1,agree
Bank,9339,0,0,1,agree
Bank,9342,0,0,1,agree
Bank,9349,0,0,1,agree
Bank,9350,0,0,1,agree
Bank,9351,0,0,1,agree
Bank,9359,0,0,1,agree
Bank,9360,0,0,1,agree
Bank,9363,0,0,1,agree
Bank,9367,0,0,1,agree
Bank,9373,0,0,1,agree
Bank,9376,0,0,1,agree
Bank,9383,0,0,1,agree
Bank,9386,0,0,1,agree
Bank,9391,0,0,1,agree
Bank,9392,0,0,1,agree
Bank,9394,0,0,1,agree
Bank,9401,0,0,1,agree
Bank,9402,0,0,1,agree
Bank,9404,0,0,1,agree
Bank,9405,0,0,1,agree
Bank,9411,0,0,1,agree
Bank,9416,0,0,1,agree
Bank,9421,0,0,1,agree
Bank,9423,0,0,1,agree
Bank,9431,0,0,1,agree
Bank,9432,0,0,1,agree
Bank,9433,0,0,1,agree
Bank,9434,0,0,1,agree
Bank,9440,0,0,1,agree
Bank,9451,0,0,1,agree
Bank,9462,0,0,1,agree
Bank,9466,0,0,1,agree
Bank,9468,0,0,1,agree
Bank,9472,0,0,1,agree
Bank,9474,0,0,1,agree
Bank,9479,0,0,1,agree
Bank,9482,0,0,1,agree
Bank,9483,0,0,1,agree
Bank,9485,0,0,1,agree
Bank,9493,0,0,1,agree
Bank,9506,0,0,1,agree
Bank,9509,0,0,1,agree
Bank,9510,0,0,1,agree
Bank,9511,0,0,1,agree
Bank,9514,0,0,1,agree
Bank,9517,0,0,1,agree
Bank,9521,0,0,1,agree
Bank,9522,0,0,1,agree
Bank,9528,0,0,1,agree
Bank,9531,0,0,1,agree
Bank,9538,0,0,1,agree
Bank,9543,0,0,1,agree
Bank,9546,0,0,1,agree
Bank,9547,0,0,1,agree
Bank,9548,0,0,1,agree
Bank,9550,0,0,1,agree
Bank,9551,0,0,1,agree
Bank,9556,0,0,1,agree
Bank,9559,0,0,1,agree
Bank,9561,0,0,1,agree
Bank,9563,0,0,1,agree
Bank,9565,0,0,1,agree
Bank,9571,0,0,1,agree
Bank,9573,0,0,1,agree
Bank,9577,0,0,1,agree
Bank,9582,0,0,1,agree
Bank,9586,0,0,1,agree
Bank,9588,0,0,1,agree
Bank,9592,0,0,1,agree
Bank,9597,0,0,1,agree
Bank,9598,0,0,1,agree
Bank,9603,0,0,1,agree
Bank,9606,0,0,1,agree
Bank,9621,0,0,1,agree
Bank,9622,0,0,1,agree
Bank,9623,0,0,1,agree
Bank,9626,0,0,1,agree
Bank,9633,0,0,1,agree
Bank,9638,0,0,1,agree
Bank,9640,0,0,1,agree
Bank,9647,0,0,1,agree
Bank,9648,0,0,1,agree
Bank,9652,0,0,1,agree
Bank,9655,0,0,1,agree
Bank,9659,0,0,1,agree
Bank,9660,0,0,1,agree
Bank,9662,0,0,1,agree
Bank,9664,0,0,1,agree
Bank,9668,0,0,1,agree
Bank,9673,0,0,1,agree
Bank,9675,0,0,1,agree
Bank,9685,0,0,1,agree
Bank,9687,0,0,1,agree
Bank,9688,0,0,1,agree
Bank,9691,0,0,1,agree
Bank,9693,0,0,1,agree
Bank,9694,0,0,1,agree
Bank,9695,0,0,1,agree
Bank,9697,0,0,1,agree
Bank,9698,0,0,1,agree
Bank,9702,0,0,1,agree
Bank,9711,0,0,1,agree
Bank,9716,0,0,1,agree
Bank,9717,0,0,1,agree
Bank,9719,0,0,1,agree
Bank,9722,0,0,1,agree
Bank,9723,0,0,1,agree
Bank,9724,0,0,1,agree
Bank,9739,0,0,1,agree
Bank,9747,0,0,1,agree
Bank,9753,0,0,1,agree
Bank,9756,0,0,1,agree
Bank,9758,0,0,1,agree
Bank,9760,0,0,1,agree
Bank,9761,0,0,1,agree
Bank,9762,0,0,1,agree
Bank,9772,0,0,1,agree
Bank,9775,0,0,1,agree
Bank,9782,0,0,1,agree
Bank,9784,0,0,1,agree
Bank,9785,0,0,1,agree
Bank,9801,0,0,1,agree
Bank,9810,0,0,1,agree
Bank,9811,0,0,1,agree
Bank,9817,0,0,1,agree
Bank,9818,0,0,1,agree
Bank,9825,0,0,1,agree
Bank,9828,0,0,1,agree
Bank,9829,0,0,1,agree
Bank,9838,0,0,1,agree
Bank,9839,0,0,1,agree
Bank,9842,0,0,1,agree
Bank,9850,0,0,1,agree
Bank,9853,0,0,1,agree
Bank,9854,0,0,1,agree
Bank,9862,0,0,1,agree
Bank,9863,0,0,1,agree
Bank,9866,0,0,1,agree
Bank,9873,0,0,1,agree
Bank,9879,0,0,1,agree
Bank,9881,0,0,1,agree
Bank,9883,0,0,1,agree
Bank,9884,0,0,1,agree
Bank,9886,0,0,1,agree
Bank,9887,0,0,1,agree
Bank,9890,0,0,1,agree
Bank,9893,0,0,1,agree
Bank,9902,0,0,1,agree
Bank,9909,0,0,1,agree
Bank,9910,0,0,1,agree
Bank,9915,0,0,1,agree
Bank,9916,0,0,1,agree
Bank,9919,0,0,1,agree
Bank,9926,0,0,1,agree
Bank,9927,0,0,1,agree
Bank,9930,0,0,1,agree
Bank,9932,0,0,1,agree
Bank,9933,0,0,1,agree
Bank,9935,0,0,1,agree
Bank,9938,0,0,1,agree
Bank,9953,0,0,1,agree
Bank,9956,0,0,1,agree
Bank,9957,0,0,1,agree
Bank,9962,0,0,1,agree
Bank,9974,0,0,1,agree
Bank,9980,0,0,1,agree
Bank,9982,0,0,1,agree
Bank,9983,0,0,1,agree
Bank,9995,0,0,1,agree
Bank,10001,0,0,1,agree
Bank,10002,0,0,1,agree
Bank,10004,0,0,1,agree
Bank,10006,0,0,1,agree
Bank,10009,0,0,1,agree
Bank,10016,0,0,1,agree
Bank,10019,0,0,1,agree
Bank,10020,0,0,1,agree
Bank,10021,0,0,1,agree
Bank,10023,0,0,1,agree
Bank,10028,0,0,1,agree
Bank,10030,0,0,1,agree
Bank,10031,0,0,1,agree
Bank,10035,0,0,1,agree
Bank,10040,0,0,1,agree
Bank,10047,0,0,1,agree
Bank,10048,0,0,1,agree
Bank,10049,0,0,1,agree
Bank,10054,0,0,1,agree
Bank,10057,0,0,1,agree
Bank,10076,0,0,1,agree
Bank,10083,0,0,1,agree
Bank,10085,0,0,1,agree
Bank,10086,0,0,1,agree
Bank,10089,0,0,1,agree
Bank,10097,0,0,1,agree
Bank,10098,0,0,1,agree
Bank,10102,0,0,1,agree
Bank,10103,0,0,1,agree
Bank,10106,0,0,1,agree
Bank,10107,0,0,1,agree
Bank,10111,0,0,1,agree
Bank,10120,0,0,1,agree
Bank,10125,0,0,1,agree
Bank,10130,0,0,1,agree
Bank,10134,0,0,1,agree
Bank,10135,0,0,1,agree
Bank,10138,0,0,1,agree
Bank,10139,0,0,1,agree
Bank,10144,0,0,1,agree
Bank,10145,0,0,1,agree
Bank,10146,0,0,1,agree
Bank,10149,0,0,1,agree
Bank,10151,0,0,1,agree
Bank,10153,0,0,1,agree
Bank,10157,0,0,1,agree
Bank,10161,0,0,1,agree
Bank,10162,0,0,1,agree
Bank,10163,0,0,1,agree
Bank,10172,0,0,1,agree
Bank,10174,0,0,1,agree
Bank,10183,0,0,1,agree
Bank,10185,0,0,1,agree
Bank,10189,0,0,1,agree
Bank,10193,0,0,1,agree
Bank,10198,0,0,1,agree
Bank,10201,0,0,1,agree
Bank,10203,0,0,1,agree
Bank,10209,0,0,1,agree
Bank,10216,0,0,1,agree
Bank,10217,0,0,1,agree
Bank,10225,0,0,1,agree
Bank,10230,0,0,1,agree
Bank,10232,0,0,1,agree
Bank,10236,0,0,1,agree
Bank,10243,0,0,1,agree
Bank,10244,0,0,1,agree
Bank,10249,0,0,1,agree
Bank,10251,0,0,1,agree
Bank,10254,0,0,1,agree
Bank,10258,0,0,1,agree
Bank,10264,0,0,1,agree
Bank,10266,0,0,1,agree
Bank,10272,0,0,1,agree
Bank,10273,0,0,1,agree
Bank,10275,0,0,1,agree
Bank,10276,0,0,1,agree
Bank,10281,0,0,1,agree
Bank,10283,0,0,1,agree
Bank,10289,0,0,1,agree
Bank,10291,0,0,1,agree
Bank,10307,0,0,1,agree
Bank,10311,0,0,1,agree
Bank,10322,0,0,1,agree
Bank,10330,0,0,1,agree
Bank,10337,0,0,1,agree
Bank,10338,0,0,1,agree
Bank,10344,0,0,1,agree
Bank,10345,0,0,1,agree
Bank,10355,0,0,1,agree
Bank,10357,0,0,1,agree
Bank,10358,0,0,1,agree
Bank,10360,0,0,1,agree
Bank,10368,0,0,1,agree
Bank,10370,0,0,1,agree
Bank,10371,0,0,1,agree
Bank,10374,0,0,1,agree
Bank,10375,0,0,1,agree
Bank,10383,0,0,1,agree
Bank,10388,0,0,1,agree
Bank,10397,0,0,1,agree
Bank,10398,0,0,1,agree
Bank,10399,0,0,1,agree
Bank,10404,0,0,1,agree
Bank,10406,0,0,1,agree
Bank,10407,0,0,1,agree
Bank,10412,0,0,1,agree
Bank,10424,0,0,1,agree
Bank,10428,0,0,1,agree
Bank,10433,0,0,1,agree
Bank,10435,0,0,1,agree
Bank,10439,0,0,1,agree
Bank,10440,0,0,1,agree
Bank,10441,0,0,1,agree
Bank,10442,0,0,1,agree
Bank,10454,0,0,1,agree
Bank,10456,0,0,1,agree
Bank,10466,0,0,1,agree
Bank,10468,0,0,1,agree
Bank,10483,0,0,1,agree
Bank,10485,0,0,1,agree
Bank,10490,0,0,1,agree
Bank,10494,0,0,1,agree
Bank,10499,0,0,1,agree
Bank,10503,0,0,1,agree
Bank,10504,0,0,1,agree
Bank,10507,0,0,1,agree
Bank,10510,0,0,1,agree
Bank,10513,0,0,1,agree
Bank,10516,0,0,1,agree
Bank,10518,0,0,1,agree
Bank,10522,0,0,1,agree
Bank,10526,0,0,1,agree
Bank,10530,0,0,1,agree
Bank,10535,0,0,1,agree
Bank,10537,0,0,1,agree
Bank,10538,0,0,1,agree
Bank,10544,0,0,1,agree
Bank,10550,0,0,1,agree
Bank,10553,0,0,1,agree
Bank,10554,0,0,1,agree
Bank,10556,0,0,1,agree
Bank,10559,0,0,1,agree
Bank,10560,0,0,1,agree
Bank,10563,0,0,1,agree
Bank,10565,0,0,1,agree
Bank,10575,0,0,1,agree
Bank,10576,0,0,1,agree
Bank,10579,0,0,1,agree
Bank,10586,0,0,1,agree
Bank,10591,0,0,1,agree
Bank,10594,0,0,1,agree
Bank,10595,0,0,1,agree
Bank,10597,0,0,1,agree
Bank,10600,0,0,1,agree
Bank,10601,0,0,1,agree
Bank,10603,0,0,1,agree
Bank,10605,0,0,1,agree
Bank,10606,0,0,1,agree
Bank,10610,0,0,1,agree
Bank,10614,0,0,1,agree
Bank,10616,0,0,1,agree
Bank,10622,0,0,1,agree
Bank,10625,0,0,1,agree
Bank,10626,0,0,1,agree
Bank,10627,0,0,1,agree
Bank,10634,0,0,1,agree
Bank,10635,0,0,1,agree
Bank,10637,0,0,1,agree
Bank,10638,0,0,1,agree
Bank,10641,0,0,1,agree
Bank,10642,0,0,1,agree
Bank,10643,0,0,1,agree
Bank,10644,0,0,1,agree
Bank,10651,0,0,1,agree
Bank,10652,0,0,1,agree
Bank,10657,0,0,1,agree
Bank,10659,0,0,1,agree
Bank,10664,0,0,1,agree
Bank,10670,0,0,1,agree
Bank,10674,0,0,1,agree
Bank,10676,0,0,1,agree
Bank,10677,0,0,1,agree
Bank,10679,0,0,1,agree
Bank,10680,0,0,1,agree
Bank,10686,0,0,1,agree
Bank,10690,0,0,1,agree
Bank,10693,0,0,1,agree
Bank,10694,0,0,1,agree
Bank,10697,0,0,1,agree
Bank,10700,0,0,1,agree
Bank,10704,0,0,1,agree
Bank,10706,0,0,1,agree
Bank,10709,0,0,1,agree
Bank,10714,0,0,1,agree
Bank,10719,0,0,1,agree
Bank,10721,0,0,1,agree
Bank,10722,0,0,1,agree
Bank,10724,0,0,1,agree
Bank,10726,0,0,1,agree
Bank,10727,0,0,1,agree
Bank,10737,0,0,1,agree
Bank,10739,0,0,1,agree
Bank,10742,0,0,1,agree
Bank,10746,0,0,1,agree
Bank,10755,0,0,1,agree
Bank,10767,0,0,1,agree
Bank,10790,0,0,1,agree
Bank,10791,0,0,1,agree
Bank,10792,0,0,1,agree
Bank,10797,0,0,1,agree
Bank,10798,0,0,1,agree
Bank,10803,0,0,1,agree
Bank,10805,0,0,1,agree
Bank,10808,0,0,1,agree
Bank,10818,0,0,1,agree
Bank,10821,0,0,1,agree
Bank,10826,0,0,1,agree
Bank,10828,0,0,1,agree
Bank,10830,0,0,1,agree
Bank,10833,0,0,1,agree
Bank,10834,0,0,1,agree
Bank,10836,0,0,1,agree
Bank,10839,0,0,1,agree
Bank,10844,0,0,1,agree
Bank,10846,0,0,1,agree
Bank,10847,0,0,1,agree
Bank,10852,0,0,1,agree
Bank,10853,0,0,1,agree
Bank,10856,0,0,1,agree
Bank,10857,0,0,1,agree
Bank,10858,0,0,1,agree
Bank,10859,0,0,1,agree
Bank,10861,0,0,1,agree
Bank,10864,0,0,1,agree
Bank,10867,0,0,1,agree
Bank,10869,0,0,1,agree
Bank,10873,0,0,1,agree
Bank,10876,0,0,1,agree
Bank,10878,0,0,1,agree
Bank,10879,0,0,1,agree
Bank,10881,0,0,1,agree
Bank,10883,0,0,1,agree
Bank,10884,0,0,1,agree
Bank,10886,0,0,1,agree
Bank,10889,0,0,1,agree
Bank,10893,0,0,1,agree
Bank,10894,0,0,1,agree
Bank,10896,0,0,1,agree
Bank,10899,0,0,1,agree
Bank,10900,0,0,1,agree
Bank,10903,0,0,1,agree
Bank,10905,0,0,1,agree
Bank,10907,0,0,1,agree
Bank,10913,0,0,1,agree
Bank,10915,0,0,1,agree
Bank,10922,0,0,1,agree
Bank,10928,0,0,1,agree
Bank,10930,0,0,1,agree
Bank,10931,0,0,1,agree
Bank,10935,0,0,1,agree
Bank,10941,0,0,1,agree
Bank,10950,0,0,1,agree
Bank,10977,0,0,1,agree
Bank,10980,0,0,1,agree
Bank,10983,0,0,1,agree
Bank,10986,0,0,1,agree
Bank,10994,0,0,1,agree
Bank,10995,0,0,1,agree
Bank,11002,0,0,1,agree
Bank,11007,0,0,1,agree
Bank,11015,0,0,1,agree
Bank,11019,0,0,1,agree
Bank,11022,0,0,1,agree
Bank,11025,0,0,1,agree
Bank,11033,0,0,1,agree
Bank,11034,0,0,1,agree
Bank,11037,0,0,1,agree
Bank,11040,0,0,1,agree
Bank,11041,0,0,1,agree
Bank,11053,0,0,1,agree
Bank,11054,0,0,1,agree
Bank,11059,0,0,1,agree
Bank,11060,0,0,1,agree
Bank,11061,0,0,1,agree
Bank,11066,0,0,1,agree
Bank,11068,0,0,1,agree
Bank,11074,0,0,1,agree
Bank,11098,0,0,1,agree
Bank,11101,0,0,1,agree
Bank,11110,0,0,1,agree
Bank,11111,0,0,1,agree
Bank,11112,0,0,1,agree
Bank,11115,0,0,1,agree
Bank,11117,0,0,1,agree
Bank,11121,0,0,1,agree
Bank,11122,0,0,1,agree
Bank,11130,0,0,1,agree
Bank,11142,0,0,1,agree
Bank,11146,0,0,1,agree
Bank,11153,0,0,1,agree
Bank,11154,0,0,1,agree
Bank,11157,0,0,1,agree
Bank,11162,0,0,1,agree
Bank,11167,0,0,1,agree
Bank,11170,0,0,1,agree
Bank,11174,0,0,1,agree
Bank,11175,0,0,1,agree
Bank,11178,0,0,1,agree
Bank,11189,0,0,1,agree
Bank,11192,0,0,1,agree
Bank,11193,0,0,1,agree
Bank,11194,0,0,1,agree
Bank,11196,0,0,1,agree
Bank,11198,0,0,1,agree
Bank,11199,0,0,1,agree
Bank,11202,0,0,1,agree
Bank,11205,0,0,1,agree
Bank,11216,0,0,1,agree
Bank,11219,0,0,1,agree
Bank,11233,0,0,1,agree
Bank,11234,0,0,1,agree
Bank,11235,0,0,1,agree
Bank,11237,0,0,1,agree
Bank,11246,0,0,1,agree
Bank,11249,0,0,1,agree
Bank,11253,0,0,1,agree
Bank,11254,0,0,1,agree
Bank,11257,0,0,1,agree
Bank,11264,0,0,1,agree
Bank,11265,0,0,1,agree
Bank,11274,0,0,1,agree
Bank,11279,0,0,1,agree
Bank,11282,0,0,1,agree
Bank,11284,0,0,1,agree
Bank,11293,0,0,1,agree
Bank,11302,0,0,1,agree
Bank,11303,0,0,1,agree
Bank,11305,0,0,1,agree
Bank,11310,0,0,1,agree
Bank,11313,0,0,1,agree
Bank,11314,0,0,1,agree
Bank,11315,0,0,1,agree
Bank,11318,0,0,1,agree
Bank,11321,0,0,1,agree
Bank,11322,0,0,1,agree
Bank,11327,0,0,1,agree
Bank,11331,0,0,1,agree
Bank,11335,0,0,1,agree
Bank,11339,0,0,1,agree
Bank,11345,0,0,1,agree
Bank,11349,0,0,1,agree
Bank,11353,0,0,1,agree
Bank,11357,0,0,1,agree
Bank,11365,0,0,1,agree
Bank,11367,0,0,1,agree
Bank,11377,0,0,1,agree
Bank,11382,0,0,1,agree
Bank,11383,0,0,1,agree
Bank,11384,0,0,1,agree
Bank,11385,0,0,1,agree
Bank,11394,0,0,1,agree
Bank,11396,0,0,1,agree
Bank,11397,0,0,1,agree
Bank,11398,0,0,1,agree
Bank,11411,0,0,1,agree
Bank,11415,0,0,1,agree
Bank,11442,0,0,1,agree
Bank,11446,0,0,1,agree
Bank,11453,0,0,1,agree
Bank,11455,0,0,1,agree
Bank,11456,0,0,1,agree
Bank,11461,0,0,1,agree
Bank,11468,0,0,1,agree
Bank,11472,0,0,1,agree
Bank,11473,0,0,1,agree
Bank,11482,0,0,1,agree
Bank,11483,0,0,1,agree
Bank,11484,0,0,1,agree
Bank,11486,0,0,1,agree
Bank,11490,0,0,1,agree
Bank,11491,0,0,1,agree
Bank,11493,0,0,1,agree
Bank,11494,0,0,1,agree
Bank,11498,0,0,1,agree
Bank,11504,0,0,1,agree
Bank,11505,0,0,1,agree
Bank,11506,0,0,1,agree
Bank,11507,0,0,1,agree
Bank,11512,0,0,1,agree
Bank,11522,0,0,1,agree
Bank,11523,0,0,1,agree
Bank,11524,0,0,1,agree
Bank,11527,0,0,1,agree
Bank,11535,0,0,1,agree
Bank,11536,0,0,1,agree
Bank,11539,0,0,1,agree
Bank,11540,0,0,1,agree
Bank,11547,0,0,1,agree
Bank,11553,0,0,1,agree
Bank,11559,0,0,1,agree
Bank,11563,0,0,1,agree
Bank,11569,0,0,1,agree
Bank,11571,0,0,1,agree
Bank,11573,0,0,1,agree
Bank,11575,0,0,1,agree
Bank,11582,0,0,1,agree
Bank,11585,0,0,1,agree
Bank,11590,0,0,1,agree
Bank,11594,0,0,1,agree
Bank,11595,0,0,1,agree
Bank,11596,0,0,1,agree
Bank,11608,0,0,1,agree
Bank,11609,0,0,1,agree
Bank,11610,0,0,1,agree
Bank,11611,0,0,1,agree
Bank,11615,0,0,1,agree
Bank,11616,0,0,1,agree
Bank,11619,0,0,1,agree
Bank,11623,0,0,1,agree
Bank,11628,0,0,1,agree
Bank,11629,0,0,1,agree
Bank,11637,0,0,1,agree
Bank,11638,0,0,1,agree
Bank,11641,0,0,1,agree
Bank,11642,0,0,1,agree
Bank,11648,0,0,1,agree
Bank,11652,0,0,1,agree
Bank,11655,0,0,1,agree
Bank,11661,0,0,1,agree
Bank,11666,0,0,1,agree
Bank,11667,0,0,1,agree
Bank,11672,0,0,1,agree
Bank,11673,0,0,1,agree
Bank,11675,0,0,1,agree
Bank,11678,0,0,1,agree
Bank,11681,0,0,1,agree
Bank,11683,0,0,1,agree
Bank,11684,0,0,1,agree
Bank,11685,0,0,1,agree
Bank,11691,0,0,1,agree
Bank,11698,0,0,1,agree
Bank,11702,0,0,1,agree
Bank,11706,0,0,1,agree
Bank,11707,0,0,1,agree
Bank,11715,0,0,1,agree
Bank,11716,0,0,1,agree
Bank,11724,0,0,1,agree
Bank,11729,0,0,1,agree
Bank,11731,0,0,1,agree
Bank,11732,0,0,1,agree
Bank,11738,0,0,1,agree
Bank,11739,0,0,1,agree
Bank,11740,0,0,1,agree
Bank,11741,0,0,1,agree
Bank,11743,0,0,1,agree
Bank,11751,0,0,1,agree
Bank,11753,0,0,1,agree
Bank,11757,0,0,1,agree
Bank,11758,0,0,1,agree
Bank,11760,0,0,1,agree
Bank,11768,0,0,1,agree
Bank,11772,0,0,1,agree
Bank,11775,0,0,1,agree
Bank,11788,0,0,1,agree
Bank,11789,0,0,1,agree
Bank,11790,0,0,1,agree
Bank,11794,0,0,1,agree
Bank,11795,0,0,1,agree
Bank,11797,0,0,1,agree
Bank,11798,0,0,1,agree
Bank,11803,0,0,1,agree
Bank,11805,0,0,1,agree
Bank,11809,0,0,1,agree
Bank,11811,0,0,1,agree
Bank,11812,0,0,1,agree
Bank,11817,0,0,1,agree
Bank,11818,0,0,1,agree
Bank,11822,0,0,1,agree
Bank,11824,0,0,1,agree
Bank,11831,0,0,1,agree
Bank,11836,0,0,1,agree
Bank,11840,0,0,1,agree
Bank,11841,0,0,1,agree
Bank,11842,0,0,1,agree
Bank,11844,0,0,1,agree
Bank,11849,0,0,1,agree
Bank,11853,0,0,1,agree
Bank,11854,0,0,1,agree
Bank,11855,0,0,1,agree
Bank,11860,0,0,1,agree
Bank,11877,0,0,1,agree
Bank,11878,0,0,1,agree
Bank,11881,0,0,1,agree
Bank,11883,0,0,1,agree
Bank,11886,0,0,1,agree
Bank,11893,0,0,1,agree
Bank,11903,0,0,1,agree
Bank,11904,0,0,1,agree
Bank,11907,0,0,1,agree
Bank,11908,0,0,1,agree
Bank,11910,0,0,1,agree
Bank,11916,0,0,1,agree
Bank,11917,0,0,1,agree
Bank,11918,0,0,1,agree
Bank,11931,0,0,1,agree
Bank,11936,0,0,1,agree
Bank,11937,0,0,1,agree
Bank,11941,0,0,1,agree
Bank,11945,0,0,1,agree
Bank,11947,0,0,1,agree
Bank,11949,0,0,1,agree
Bank,11950,0,0,1,agree
Bank,11952,0,0,1,agree
Bank,11953,0,0,1,agree
Bank,11957,0,0,1,agree
Bank,11959,0,0,1,agree
Bank,11960,0,0,1,agree
